loadcase,damage_label,damage_state,source,V_1_1,V_2_1,V_3_1,V_1_2,V_2_2,V_3_2,V_1_3,V_2_3,V_3_3,H_1_1,H_1_2,H_1_3,H_2_1,H_2_2,H_2_3,H_3_1,H_3_2,H_3_3,VH_1_1,VH_1_2,VH_1_3,VH_2_1,VH_2_2,VH_2_3,VH_3_1,VH_3_2,VH_3_3
109,0,pristine,simulated,225.83052325522584,174.78730773119813,123.15313920739355,152.82423752100163,157.721033743261,168.49880060019208,48.498123667502064,125.10811236986457,215.51357438842913,-764.4968388683088,-566.5459785718817,-363.282071034369,-745.9146324538453,-560.4921959599964,-373.33587755329285,-729.7629906444374,-545.990982595714,-370.0644992920849,-81.08283958078204,6.00204256465031,77.74148187167167,-69.70891354936165,40.19390600320628,141.2928073381946,-75.57232316290407,73.61299628513675,225.60409395598148
10,0,pristine,simulated,325.31235388969253,260.3955638952408,195.75977414745614,170.98190870172223,186.774652567573,226.69807216167075,-35.53095945005799,63.272448073255106,192.78770861400204,-1132.5438852806647,-871.1600931417988,-595.6660428876179,-1074.99942333497,-838.5592237385899,-607.3006989371949,-1006.6166549599297,-771.9723455428909,-566.9542277636311,-56.07162657807174,83.78684866353649,194.44772281601794,-19.931823923224556,164.35432324228145,327.9733503418622,-35.19735611374227,208.1802829810768,457.73692663486287
110,0,pristine,simulated,292.38424274599475,222.1865777449934,149.89552988228044,81.90640486398199,68.83607103610356,63.882870960886635,-167.2273346772438,-115.0332175712988,-63.561856978481025,-1067.9441597138384,-806.4806386887658,-532.2148595186812,-977.2706178185506,-729.58995601851,-482.5115687547489,-878.0103320707635,-625.830678607685,-391.8723506723265,24.723029035073523,197.59467095983302,353.13274369667795,55.7181824073744,271.6317366180973,474.9987438020223,4.7783613216246295,256.6121782547743,505.05055372270726
111,0,pristine,simulated,131.7287504196269,103.81438655036244,74.18138102461405,91.4164271747786,94.71253324694614,100.7804997053992,32.54036145442929,73.66198136400845,124.40457252226635,-444.2125654377629,-335.3913888307316,-219.32261615701364,-435.06912204100854,-334.535656678846,-229.39409719301023,-427.4719551773257,-328.6700646737776,-234.75714575614472,-52.119406317074876,-5.419917615514819,33.42389759577877,-45.54869720103211,12.465423010173865,64.74232461630245,-50.04719992076673,29.019800544915185,109.1258563454995
112,0,pristine,simulated,297.5506985032218,241.48191791513563,185.66950415596855,164.5007470468229,180.6081766874728,217.6168490478538,-14.40620713840203,77.27232540397392,197.77493458226294,-1030.7927759435763,-803.4811585170196,-564.0024700145703,-981.7008513849984,-776.6035782510988,-576.5569244546406,-923.5499597055033,-720.5728410060343,-546.0567911833058,-61.592401821321346,59.1837832127016,153.7046301511638,-28.054249738942985,131.64431212648356,271.950445899309,-38.10209823896787,174.77027740795177,391.3788020403042
113,0,pristine,simulated,359.0338961709119,272.29204876000983,185.40280029313269,127.9959742184253,128.73575867459985,156.84160157318368,-163.98993825757674,-79.17888862955034,18.122798136140606,-1290.071582719851,-953.7911288579343,-599.5767236820911,-1196.2937806887994,-886.09989982266,-578.6632977259334,-1087.2758055881418,-772.8681958002926,-478.8204428933853,7.487242300132664,206.106822118127,374.7850770398105,46.277030485529394,302.273431173593,542.5284925280796,-1.1481455549153452,313.9828606244455,639.0029330574024
114,0,pristine,simulated,245.36364315591553,194.21113618014866,144.09033418418343,121.3098515196016,121.92593560510507,133.46463967473264,-35.16296071578542,24.692501126866645,90.15237556524866,-860.6666144266524,-662.7224898589351,-457.97717478202827,-812.8477868660087,-626.8349179010097,-443.4758902389501,-761.6838800245183,-571.8709535054797,-394.1624381973493,-39.884842674658955,72.26625315636139,166.9574465777758,-17.616872759808416,126.09875000880578,262.4409714240916,-39.639016785397246,139.13403875527564,320.71474862407456
115,0,pristine,simulated,316.68254957830845,255.21681998088306,196.5640351812944,134.94870621976352,140.9492991923317,167.4925367336078,-91.26331428499473,-14.83878543618747,76.42581465680648,-1125.0659082387774,-883.0997493861141,-635.2362801330315,-1048.7241975616055,-824.1925438005982,-609.0506824850693,-961.0576315161236,-731.2445083916301,-526.4642280525036,-22.97931870801716,128.45575430730196,254.53782660177734,16.04046192627993,214.45686452958483,400.0454596769314,-12.09982654454268,235.33553290151195,489.4927788256594
116,0,pristine,simulated,248.5612611040285,199.87362699395035,148.88271489169904,155.15901232401313,168.61595100523132,194.53604247025908,23.538320958852502,105.52907682229463,211.47094082351862,-849.1005899117589,-653.038895558257,-442.34364831030433,-819.943261960447,-643.726315254031,-464.71327378835224,-786.7095535777243,-616.2066189542581,-465.1762666727998,-72.49514109442703,20.426217352263876,93.48762702573339,-49.59641878106248,70.54304735489151,173.14277910892608,-54.296476120121554,109.33697534759537,271.03353063260727
117,0,pristine,simulated,267.5629837355269,197.91513659281384,124.84223384307548,127.16366423854306,133.97451417237642,165.7723915130783,-65.70191571695517,12.04267592786435,102.45357956910752,-937.8119426247747,-662.1198097459527,-357.8740054746291,-890.4999428297974,-642.1526772178081,-388.8997945385216,-834.4730205876219,-589.6374152550968,-355.607753650324,-28.016915723314185,106.4722768848267,214.11004539624582,-6.649875807582589,166.17105961951106,323.34080533348236,-33.98158733048564,186.30232603673295,406.33148743712604
118,0,pristine,simulated,229.10497967682778,179.3260590517566,127.1949971716907,134.45739957684887,143.97804260224513,166.7523852549922,2.331926494254583,75.22375988456781,166.38570314695278,-787.8448335331358,-589.7258616396618,-375.96301696241056,-757.8835930909191,-578.8018688482962,-396.4721095936107,-723.8497488576443,-549.0435018748266,-388.4506670040512,-56.35028227055582,37.99014838372841,113.40498718557068,-37.14157143829817,83.9981007603273,190.31441943756147,-47.266487337896365,114.06629245746862,275.45459053826943
119,0,pristine,simulated,312.28563432135655,235.42183611600856,158.0047354187671,168.03569643523252,178.51197689973213,205.07625910524828,-32.176505113544415,76.31539518423885,219.98048215029823,-1084.1914678640674,-783.1225685798487,-470.5854564792199,-1036.3599972461964,-760.1714432497504,-478.9227006891855,-980.7276623165013,-711.5011731810579,-461.1055300563962,-53.0260127712437,93.9715226357581,215.10889308676818,-27.624974998937034,160.9008487246286,333.36796350052805,-44.261603173393326,207.911850255202,466.09539457363167
11,0,pristine,simulated,267.62255105946423,215.03943400013438,160.4412025514884,177.23572879077523,190.64803943696867,213.43775952672246,48.00515149438454,139.85906702314148,256.8651464669436,-908.0396256728793,-697.9888438486466,-475.9597220748114,-882.1287750885145,-691.2293286547412,-496.6261029891664,-854.455936301707,-670.1215129395925,-504.27759689212786,-90.40345577037394,5.545318440051119,81.67392616115396,-68.4792672686674,54.60055165749699,160.80436798651556,-70.41634205229366,99.29378096460755,265.06728050190475
120,0,pristine,simulated,288.3978354117951,218.79527902133063,148.58378622820925,118.49508634156155,118.86146496099333,132.29114779853563,-97.79847951461599,-20.917699129346094,73.89440333627346,-1026.7557459141683,-759.4186358376887,-481.9527444026289,-960.1098199314215,-711.7620909948826,-461.2656449392123,-884.4436434021605,-636.4459543985962,-407.4536775921339,-12.00066993271048,140.492987166057,272.14773850095384,16.010373951968006,210.0432012622536,390.829352587142,-15.582177645677518,227.5415025353538,475.0032078969039
121,0,pristine,simulated,285.1684549324469,218.6791504216616,152.7089861250678,95.54111892604057,93.61049107584236,110.1066216050208,-138.88737592543015,-77.03795540323736,-9.598762976284196,-1029.7758913972448,-774.5664079975109,-510.6844161360066,-950.2048195507748,-712.4470013982742,-477.79632736638877,-858.8093421609102,-615.3750926724388,-386.65387544208767,10.933085996833427,170.184193925648,308.61158632324054,43.29948877563396,248.13051185575785,443.0228025684793,3.755849394648294,252.8581033787204,510.54801395825746
122,0,pristine,simulated,244.4337255343551,186.91931515437886,126.39951378140809,141.94038816550682,153.79592197867984,180.28663707750343,-5.0345985407949705,80.28640787945035,193.88070815959063,-841.0273222725353,-612.6130907490381,-367.6594416139938,-809.8064673933471,-604.24318299802,-392.86602436135587,-772.6081902224746,-574.0068625542883,-393.3952020398018,-54.46655375764695,51.24872453251058,136.29552308337924,-34.571640985675685,101.07415474069805,218.69588122927092,-44.32650945057611,140.2973522496535,327.89714955686634
123,0,pristine,simulated,196.35799301111902,157.22300222578212,117.63379605804043,126.39528483781838,134.79298097790434,151.2450488785771,28.556610468979766,93.66334618040776,174.7941360455908,-668.8414801408198,-513.3562910685753,-351.4785153009346,-647.4350660227582,-504.62494857902476,-361.7749827534363,-624.7792613677775,-484.44563592867513,-356.7361982186881,-62.52749723086961,10.781369440736,69.27192701209908,-46.59962237375703,47.99835595704448,132.01868438867535,-49.94316651954364,78.7410022484143,207.717337287531
124,0,pristine,simulated,221.863910790689,176.614780005477,129.08277059214663,145.01527897324289,154.86033688645915,172.7698420421818,35.15592344877129,109.01395139718535,202.33084825829096,-753.8268047959104,-574.0155132945432,-382.19286609778385,-732.1677227749344,-568.7349484381858,-400.77333853611395,-709.2583929354145,-550.872568277102,-406.1580030899012,-73.27425700008402,8.36412997088118,73.8674317790392,-56.32283103567369,47.66230258429002,137.9338544275713,-60.60471426080943,81.44462909413525,221.89346925424488
125,0,pristine,simulated,424.6499887270439,331.41106227337906,241.4205280007377,110.78357766064045,91.53302986437373,86.47186487805911,-254.26654232098414,-190.0546093574284,-137.02367586745214,-1557.163182700745,-1208.0516001047088,-848.3590075576723,-1416.7023356885863,-1082.0185319602585,-754.4737453849881,-1262.7065879383674,-915.1509466314408,-592.3088369780137,41.75243968325367,289.98062514617556,510.92405373386066,92.57540976543987,407.0825411825321,711.6154934112587,17.201882241886324,377.28725374536066,731.552803676128
126,0,pristine,simulated,164.61707235356343,123.82192766604167,81.16997848382651,124.60072886007515,121.63842006950021,117.11009491813128,63.91938939264452,113.97171414127894,167.64032507133805,-548.8138959179479,-395.83396421475095,-237.3768531087885,-545.0123620581395,-398.25797783780166,-243.78165757198352,-548.8054508956569,-401.4278714000747,-249.61660971289686,-79.93638766753948,-20.147937802399525,32.90009225719129,-80.72642194517633,-9.640296519835488,60.704188718396686,-89.87797531200894,5.578489602361259,105.72124459511781
127,0,pristine,simulated,234.57952961707574,186.90076114249928,140.11836856276346,122.54560191854365,130.03124832289953,150.17609608542247,-24.21629046652612,44.755401081093396,131.12392171496919,-817.9722839554815,-629.5590443177275,-435.3456250454481,-775.7707702243945,-602.1029150819699,-430.9837202721022,-727.7927192444254,-554.4442360960534,-398.30387790971577,-41.12234867569441,61.73587538799862,146.0207666688738,-16.938455303058106,116.92686703863788,239.76625441416328,-29.81495691956127,144.22716481403845,321.10479000903666
128,0,pristine,simulated,243.65599645263782,175.23469989748813,103.56004947767084,59.53705468893532,34.796267636252935,8.337149733842981,-155.34626520998992,-125.85470844928105,-110.354563987498,-895.2715428832297,-646.290348871964,-375.0850311873488,-819.3574736466747,-579.7326120034428,-328.973622627025,-742.0749380910777,-498.99370888499715,-263.38586371346196,24.79189559242684,181.04425136168996,324.9676971625589,40.36191520547135,228.6355635199758,409.11284137900606,-19.138153616228465,188.32289573244464,381.4203894297044
129,0,pristine,simulated,297.22123957338454,238.14077954838731,179.6767296885598,136.68123776945697,143.32131405707827,168.2861896563558,-66.93797710202685,8.396536140951714,98.57186125044349,-1048.440974676422,-814.4438535820377,-566.1297456924709,-984.1976038389336,-769.4910334849618,-558.9902835320948,-910.8834519050545,-695.3059698268756,-503.78683541675974,-32.99628578059145,104.05539622963539,216.0209684916858,0.908128266888184,178.96335666164038,341.0765334934408,-23.75239720610648,199.02462675474885,420.05482300573294
12,0,pristine,simulated,305.2758747376767,240.98984246765818,178.60250436281703,125.15357612415352,130.61316174796417,158.85418688237255,-102.08039667392065,-27.036273519515138,62.92445569541613,-1086.8560982088115,-833.8644814277422,-570.4225609886768,-1012.7313896880672,-779.4239035781849,-553.4045613248966,-926.6489773043392,-689.2068339539234,-474.7323767086449,-14.353013206784055,138.19739740126658,264.5537526268565,21.701314348771234,221.03848236665237,406.8299241485099,-8.748200541697429,240.00685968122986,496.2700596294353
130,0,pristine,simulated,222.30454513200405,165.98703594028675,106.72010581205447,85.88239871004994,76.35782115470789,68.40433613256843,-81.22365858951176,-34.399816191732036,12.137875323596592,-795.131517585791,-583.229465337227,-350.7645784855935,-742.5048854478916,-543.669648505461,-335.2297889842925,-687.8749173368933,-491.8197588441953,-306.97868306107176,-8.841009779701267,112.0747630199821,218.6013046788413,7.728832203013837,155.4077535222529,290.64073714466195,-27.073129019997452,145.23006090009898,302.31745399713617
131,0,pristine,simulated,277.4058542223119,215.1043558418554,152.57679752244664,119.41075601398411,114.79235893348313,122.11518292286236,-76.79324758386255,-18.348761970041547,40.45261134359115,-984.2606344455194,-745.4288278159144,-491.05853970373,-922.3419804914196,-698.2450972650878,-472.9641246323991,-856.0890988109655,-628.1362402614722,-411.50891792797427,-25.89154104198417,112.58347770225168,231.10102365346873,-1.5901334106592344,173.38400240989432,339.65599558421,-37.33309367900358,172.7476343680408,381.44270883164654
132,0,pristine,simulated,334.4390107370193,253.64114863089023,170.93030816959316,73.12071370631855,50.24856816970007,32.63145490540105,-227.9517441632474,-181.5985332416577,-146.92073136830672,-1236.1776515485801,-940.0134293805288,-630.5200965980208,-1120.0817282320625,-835.6937890958009,-552.7559150567284,-994.753811013982,-702.3133888513672,-428.20940472189824,48.38767807576545,257.1151155031783,448.24259681445017,84.70573977664219,343.6058566757804,591.302217003105,16.103434850298413,308.74930529293385,593.1339067846668
133,0,pristine,simulated,365.31236013769575,277.35532649642255,189.90525928809797,84.11027161959154,61.9869528454025,49.393833632723585,-243.3614432007639,-190.63239600894246,-149.73633882606552,-1346.366415239086,-1019.475343619992,-675.021165110717,-1222.4070372355002,-909.7786852931633,-597.4526034975064,-1087.5731082898433,-766.625317378106,-466.1658199667188,49.25987503809489,274.6343973836392,476.7391072581692,89.2520595132537,371.12385232302006,641.4605304515196,15.882580683007063,334.99523065571265,642.7408183355325
134,0,pristine,simulated,273.89928501874914,202.1491474489554,128.24246817438777,113.09145623538919,102.39384363926068,101.51948675287981,-89.38024756503019,-34.18541269064887,15.709505267604817,-973.5785578321312,-700.6486912088925,-399.93742033046027,-914.6724787466206,-659.3039231139029,-393.6670230937053,-853.7230363300375,-597.6255454578506,-347.48188617482725,-20.013712357011002,127.02597439675762,252.88903619272403,-3.184365233703602,178.59187427840482,351.5439271774261,-48.19642175066508,164.98540591691977,368.07348025219017
135,0,pristine,simulated,304.586415242259,234.9057554114002,164.55799304505638,106.18193258586324,96.09332428925235,93.82586556436742,-131.83622604933976,-72.98102749231056,-15.581838881575683,-1098.1427928185622,-835.0030017483191,-556.1856295924065,-1015.2434008321673,-766.6279574272596,-515.8314405028701,-925.74841729793,-674.2938289392958,-439.8019139663791,0.8290428585790437,166.9195098368911,313.0672895946036,31.341504979842796,239.3849908027044,435.47024310842016,-14.711474991217301,228.80372185759154,462.5221418608935
136,0,pristine,simulated,233.66960980133192,180.57800697222427,127.20009959221686,105.15200968485338,99.77365748953925,103.68505878272417,-54.83223556059334,-7.266377460445277,39.800272130579295,-826.1518072989857,-623.781469780233,-408.66513190557436,-776.9311444375139,-585.9258316166723,-393.4688416773265,-725.6018497189792,-529.958964876044,-342.4916054729039,-28.81481728004661,86.16535366540614,185.29421796466292,-10.844973590446898,133.75378817526345,272.5452938072024,-41.946658159774586,131.71356876227725,306.50209125573315
137,0,pristine,simulated,217.61689965653312,168.94223134646825,122.46779411318181,117.3551891071869,114.92743552599563,122.17631330033123,-10.308226113593802,43.38582551275185,100.68834446193844,-757.1948647969308,-571.5500370734975,-385.19437284689275,-720.6942901822969,-542.6410467687393,-370.24318745503786,-684.330436495333,-498.46311777784257,-321.5748613409284,-48.045951036807395,51.04261617259229,135.37734449474294,-34.00352478797362,92.85843150673824,216.903312320611,-53.939034250092504,106.05784302549611,276.50684991655896
138,0,pristine,simulated,318.9668032540011,242.48063447290733,166.66104863047187,75.16106003982999,60.14551270606195,61.0026743709799,-212.51688716331475,-164.71689717887017,-129.5093460748709,-1173.775017352019,-886.5273911825593,-586.3123951980265,-1066.6329328317408,-794.1431529344585,-525.799202639368,-947.6833135611117,-665.2563027506598,-395.91895911396506,43.002837724584424,238.56593063841774,412.1533266743953,79.36256867451982,327.38423039099456,569.7713535130384,17.46031114995253,301.6198351931839,581.9806673882383
139,0,pristine,simulated,195.02148308028566,146.79474703641753,96.71907582265848,93.79558297061389,101.95261934506033,129.239370136725,-45.91290035275595,14.557539686425153,91.3181172528082,-683.0907615428199,-490.64879178416817,-281.31006795773175,-647.8932689417563,-475.39504310840505,-302.0157373878515,-604.7460937318627,-434.7841574064219,-277.7607405395251,-20.302260199095457,75.39317531624155,151.48303890193594,-1.9851064565776255,122.60023725148693,233.68904163110057,-17.7876338541397,145.02989250116093,312.10258342794
13,0,pristine,simulated,294.0240418363574,223.16345565050955,152.34587805439259,159.91705209281923,168.7909589453311,192.48723221123694,-24.565976082024985,75.5454802806015,204.39861779974498,-1020.019302663394,-742.7757164977386,-456.2015210381565,-975.1256888886024,-719.6114360624085,-461.43170986085045,-923.9771726915128,-673.6655676986426,-439.22025013773253,-53.287090711049586,83.16389067949888,195.50791746451185,-29.552899590431707,145.5939848346208,306.9779615338016,-45.0747490260934,187.8372173455905,425.4601650534234
140,0,pristine,simulated,328.35064080687704,258.97167235010244,190.85510470092112,145.87802999710345,157.91046059839982,199.98263125012403,-91.92337153054282,-3.1849237672083865,107.47103325385056,-1160.427724725965,-883.1122113934946,-591.3470908117725,-1088.073638186681,-836.1192495463345,-591.8949104741508,-1001.4369914995666,-746.7267932738409,-517.3372141622294,-25.4786759448034,132.5585749294325,260.0405160300881,13.260818343199162,221.9419796731093,413.3339926799114,-13.646525233953867,253.45412842881785,532.4311151600573
141,0,pristine,simulated,210.03382141270674,166.99634286983357,121.8090645081849,141.66373406740013,148.399932371334,161.6345360116849,43.39805489353337,108.98097566674981,191.6426316338048,-710.9498798979496,-541.7620999030659,-361.7436903188907,-693.2279101569901,-537.6145918483411,-377.1642115663286,-676.3809718870434,-523.090220072499,-380.98268131954364,-77.63114150741757,-2.364149928113619,59.199754745909345,-64.68077105638915,30.260040607843166,114.93430738720195,-71.27061787485113,58.2046126696973,189.49629963904817
142,0,pristine,simulated,168.66046902542448,130.22886651302946,89.89068542927936,128.3310218656355,127.62938874904154,126.25732781379907,67.88188861220839,119.08700951855371,174.40441795302476,-561.900339851064,-416.1894010706838,-264.328800929297,-557.1091068016631,-418.37445350879,-273.2732276432585,-559.1290818752108,-420.10256832088135,-280.2753535063534,-82.54960759844923,-24.973621636984475,24.936511254877928,-80.61296301008915,-11.388746594835538,54.85539865714806,-87.2920667234066,6.2198470823771,102.22401253179783
143,0,pristine,simulated,217.6909850634317,170.22945396251345,124.67545142957,92.01170140333276,90.67541351649253,96.38788700939662,-62.95731380072961,-8.899133171898907,52.63496989564813,-774.5925067393861,-593.5555128268554,-412.65557297696273,-722.972688539891,-551.2029518853694,-381.69430313956565,-666.2860501680042,-491.77250022744226,-328.20929077452325,-14.949744021758704,95.40137490228415,191.6316593543257,7.437302845088027,148.56014572724084,284.84549053612034,-14.705848971799867,159.55171317913084,336.2791246682535
144,0,pristine,simulated,218.474825060686,164.14869195587247,109.0276651143595,108.19359796337284,116.27543702278588,138.96420455915893,-43.63338676168619,28.935634562503587,126.76507565822631,-764.2013305435979,-550.3985635765705,-325.95705866614236,-725.8502761512741,-531.4339762966443,-333.5258220044441,-679.6062707081882,-489.18239820212375,-314.1685898019065,-25.656738980267647,81.73813390817392,170.06798639999312,-5.849680783310021,132.71876233019555,258.2080944196642,-20.676942727973255,163.3253309076337,355.31619240200826
145,0,pristine,simulated,279.5440983313887,219.89091998354144,159.6062359900665,150.91146006543156,165.1881748406951,199.08501100132335,-25.577589225774513,65.47811808290543,187.80182480371235,-970.1571311993358,-731.1358107157959,-479.22906285787195,-924.678088174998,-708.8886768388804,-493.8558711305302,-869.9736940798622,-658.1523446820047,-471.5879578633376,-50.469737821827096,71.30138457112224,168.33580325218927,-21.68594591262024,137.71348683342427,278.3975005415124,-33.530778300086695,180.3101501464352,400.38918917454197
146,0,pristine,simulated,223.2040466386223,175.5988401196046,128.4837712929936,126.08491814407826,128.31304584519788,140.85103283984765,-1.3557163623854471,58.643972530577685,126.87194454056379,-772.2073637670411,-587.367867923866,-396.0003950269993,-738.4181067156882,-565.0639009253439,-393.5704633172427,-703.5231962421695,-527.0094212028914,-360.8583542720463,-54.2868339687173,40.95303295956978,120.20466745721612,-37.73897711665933,84.22168864462085,199.24621402969902,-53.52302740710712,102.94616222807431,264.98026926913684
147,0,pristine,simulated,207.66505935910774,161.74624333565512,113.10765663538717,130.51062838617455,140.15135370412554,159.1478670734534,18.95310967049798,90.38445160502854,182.57050286226112,-708.4470628448162,-526.2063786893931,-330.63803372394284,-686.6707500838247,-522.0332917134118,-351.7105652745051,-662.2302396396332,-503.4198115797192,-357.7471938669002,-60.20610701054335,21.885059326540812,87.97311319014527,-44.53915608256949,60.004352008050176,150.3607772463575,-50.265164111950924,92.72258043312908,235.6362358470194
148,0,pristine,simulated,207.37784526569942,163.72322982508018,120.20426069534494,131.1421173993281,136.9196726561824,152.07434763345915,26.031106294490822,90.75345615408784,169.64040281361758,-708.0330630178249,-536.7988932781087,-360.303307412954,-684.4812870074079,-525.0596323589285,-367.5064059685575,-660.5924093279122,-500.33713662695953,-352.74679809970854,-64.73999002193514,16.502779263661893,82.34659714290918,-50.35341696872996,54.25395079909691,149.87819647891692,-57.84356026004315,82.53703348486263,228.05229410820135
149,0,pristine,simulated,241.8502950950004,184.7338970730672,125.12560764540513,144.50901482461109,155.40567761813702,177.86415103731517,4.530864854515171,91.47216745085834,207.5643335069686,-829.8644700717185,-604.2430305040862,-365.0732593597581,-801.0050875828956,-596.4964619285091,-385.88157323200653,-767.5147920291473,-570.5170237249642,-390.8768920148789,-58.65119269827281,44.74373388663247,128.54656293142972,-40.149282472823074,91.87344213008564,207.22547027253208,-48.143250277186155,132.52747837451065,314.46827442817823
14,0,pristine,simulated,185.46048925003646,144.48027915495337,102.3900420060154,130.9349500821008,134.8999250552514,141.82802971546525,51.711103437724866,114.54555883893714,187.49572634880914,-624.3312232931853,-465.5813548413965,-301.40863206765584,-612.1768892044485,-463.5444052607895,-311.56609148634584,-603.1871025272077,-456.72060644499123,-315.2062328926686,-73.92373049090537,-6.311663812065689,49.65674822950204,-65.52480376248448,18.888816580033478,96.15690006437868,-69.1876690752886,45.97298979612731,161.29823403488373
